what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281643797122
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281643800815
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281643805273
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281643811368
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281643823620
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281643824187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281643839747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281643857907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645168557
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645247457
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281645250764
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281645274376
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281645275924
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281645275970
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281645275991
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281645276008
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281645276026
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281645276045
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645288377
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645381745
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645396996
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645424081
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645449964
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645453990
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281645454118
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281645454190
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281645457325
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281645458791
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1281645461811
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1281645462497
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645464053
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645464280
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1281645472688
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645479342
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645479598
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281645482277
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645528705
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645543116
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645618472
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281645624999
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646092117
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646110910
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281646111035
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281646111035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.close",1281646111051
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646113930
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646877863
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646892721
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646892848
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1281646905593
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1281646914669
started,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1281646917501
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1281646917606
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1281646917634
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1281646917814
started,bundle,org.eclipse.jst.jsp.core,1.2.300.v201005271731,"org.eclipse.jst.jsp.core",1281646917859
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1281646918059
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1281646918325
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1281646918437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646918860
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1281646918922
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281646923606
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281646923663
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646949755
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281646950193
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281646987978
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1281646991296
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281646996206
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281647023556
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281647026577
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281647032926
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281647033943
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281647033998
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281647037357
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1281647050021
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281647050534
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1281647051875
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281647052707
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281647062518
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281647063237
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281647065293
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281647102844
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281647104478
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281647111017
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281647136654
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1281647142999
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1281647143033
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1281647143055
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1281647143163
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1281647143166
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1281647143280
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281647153747
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1281647171258
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281647256959
